Project,Issue,Link,Patch,IssueLink,patchLink,MajorLeak,LeakType,DetectionType,DetectionMethod,DefectType,FileType,FixType,Transformation,Duration (days),files,churn,addedLines,removedLines,modifiedFiles,addedFiles,removedFiles
CASSANDRA,CASSANDRA-5207,https://issues.apache.org/jira/browse/CASSANDRA-5207,No leak,CASSANDRA-5207,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
CASSANDRA,CASSANDRA-552,https://issues.apache.org/jira/browse/CASSANDRA-552,https://issues.apache.org/jira/secure/attachment/12424887/552.patch,CASSANDRA-552,CASSANDRA-552,Resource,File handle,Runtime detection,Runtime,nonClosedRes,java,disposeReg,Add dispose function,0.06261204861,2,12,11,1,1,1,0
CASSANDRA,CASSANDRA-6047,https://issues.apache.org/jira/browse/CASSANDRA-6047,https://issues.apache.org/jira/secure/attachment/12603851/6047-1.2.txt,CASSANDRA-6047,CASSANDRA-6047,Memory,Memory,Runtime detection,Out-of-memory error,jni,java,releaseRef,Add dispose function,0.9025173495,2,26,19,7,2,0,0
CASSANDRA,CASSANDRA-6107,https://issues.apache.org/jira/browse/CASSANDRA-6107,No leak,CASSANDRA-6107,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
CASSANDRA,CASSANDRA-6308,https://issues.apache.org/jira/browse/CASSANDRA-6308,https://issues.apache.org/jira/secure/attachment/12612434/patch.txt,CASSANDRA-6308,CASSANDRA-6308,Resource,Thread,Runtime detection,Runtime,nonClosedRes,java,threadDown,Add a checker,0.08498267362,1,9,7,2,1,0,0
CASSANDRA,CASSANDRA-6359,https://issues.apache.org/jira/browse/CASSANDRA-6359,https://issues.apache.org/jira/secure/attachment/12614140/0001-Free-off-heap-memory-when-releasing-index-summary.patch,CASSANDRA-6359,CASSANDRA-6359,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Add call to dispose function,0.7821586111,1,3,2,1,1,0,0
CASSANDRA,CASSANDRA-6832,https://issues.apache.org/jira/browse/CASSANDRA-6832,https://issues.apache.org/jira/secure/attachment/12633747/6832_v1.patch,CASSANDRA-6832,CASSANDRA-6832,Resource,File handle,Runtime detection,Runtime,nonClosedRes,java,disposeReg,Add call to dispose function,2.980314745,1,1,1,0,1,0,0
CASSANDRA,CASSANDRA-6964,https://issues.apache.org/jira/browse/CASSANDRA-6964,No leak,CASSANDRA-6964,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
CASSANDRA,CASSANDRA-7709,https://issues.apache.org/jira/browse/CASSANDRA-7709,https://issues.apache.org/jira/secure/attachment/12660376/CASSANDRA-7709.txt,CASSANDRA-7709,CASSANDRA-7709,Resource,File handle,Source code-based detection,Static analyzer,exception,java,disposeExcep,Add try-finally block,0.205705081,1,123,72,51,1,0,0
CASSANDRA,CASSANDRA-7932,https://issues.apache.org/jira/browse/CASSANDRA-7932,https://github.com/belliottsmith/cassandra/commit/a695f87.patch,CASSANDRA-7932,CASSANDRA-7932,Memory,Memory,Runtime detection,Failed test,collection,java,removeElm,Complex,5.437041204,7,407,236,171,7,0,0
CASSANDRA,CASSANDRA-8248,https://issues.apache.org/jira/browse/CASSANDRA-8248,https://issues.apache.org/jira/secure/attachment/12686321/8248_v1.txt,CASSANDRA-8248,CASSANDRA-8248,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Add a checker,38.73029836,1,6,6,0,1,0,0
CASSANDRA,CASSANDRA-8510,https://issues.apache.org/jira/browse/CASSANDRA-8510,https://issues.apache.org/jira/secure/attachment/12688270/0001-run-major-compactions-in-parallel.patch,CASSANDRA-8510,CASSANDRA-8510,Memory,Memory,Source code-based detection,Manual code inspection,concurrency,java,threadSafe,Complex,1.024323345,1,24,14,10,1,0,0
CASSANDRA,CASSANDRA-8748,https://issues.apache.org/jira/browse/CASSANDRA-8748,https://issues.apache.org/jira/secure/attachment/12698689/8748.2.txt,CASSANDRA-8748,CASSANDRA-8748,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Complex,7.791927014,4,13,11,2,4,0,0
CASSANDRA,CASSANDRA-8802,https://issues.apache.org/jira/browse/CASSANDRA-8802,https://issues.apache.org/jira/secure/attachment/12698777/8802.txt,CASSANDRA-8802,CASSANDRA-8802,Memory,Memory,Runtime detection,Failed test,collection,java,removeElm,Replace function,0.1730809375,1,3,2,1,1,0,0
CASSANDRA,CASSANDRA-9021,https://issues.apache.org/jira/browse/CASSANDRA-9021,https://issues.apache.org/jira/secure/attachment/12706708/9021.txt,CASSANDRA-9021,CASSANDRA-9021,Resource,File handle,Runtime detection,Failed test,callSchedule,java,disposeReg,Move statements,1.239035683,1,4,2,2,1,0,0
CASSANDRA,CASSANDRA-9117,https://issues.apache.org/jira/browse/CASSANDRA-9117,https://issues.apache.org/jira/secure/attachment/12724540/0001-dont-initialize-writer-before-checking-if-iter-is-em.patch,CASSANDRA-9117,CASSANDRA-9117,Memory,Memory,Runtime detection,Failed test,callSchedule,java,releaseRef,Add a checker,9.341834838,1,10,7,3,1,0,0
CASSANDRA,CASSANDRA-9134,https://issues.apache.org/jira/browse/CASSANDRA-9134,https://issues.apache.org/jira/secure/attachment/12725364/9134-trunk.txt,CASSANDRA-9134,CASSANDRA-9134,Resource,File handle,Runtime detection,Failed test,nonClosedRes,java,disposeReg,Add try-with-resource construct,6.751975799,1,22,12,10,1,0,0
CASSANDRA,CASSANDRA-9549,https://issues.apache.org/jira/browse/CASSANDRA-9549,https://github.com/apache/cassandra/commit/7c5fc40b8b644e05c32479f2581309f75f981421.patch,CASSANDRA-9549,CASSANDRA-9549,Memory,Memory,Runtime detection,Out-of-memory error,wrongAPI,java,correctAPI,Use another collection,12.93983576,1,7,2,5,1,0,0
CASSANDRA,CASSANDRA-9576,https://issues.apache.org/jira/browse/CASSANDRA-9576,https://github.com/apache/cassandra/compare/cassandra-2.2...ptnapoleon:cassandra-9576.patch,CASSANDRA-9576,CASSANDRA-9576,Resource,Connection,Runtime detection,Runtime,callSchedule,java,disposeReg,move statements,4.834761887,1,56,28,28,1,0,0
CASSANDRA,CASSANDRA-9656,https://issues.apache.org/jira/browse/CASSANDRA-9656,https://github.com/apache/cassandra/commit/2595e74f68a019f116d2dabaf1febc95d1ca5d38.patch,CASSANDRA-9656,CASSANDRA-9656,Memory,Memory,Source code-based detection,Manual code inspection,unreleasedRef,java,releaseRef,Complex,6.202257917,7,175,97,78,7,0,0
CASSANDRA,CASSANDRA-9686,https://issues.apache.org/jira/browse/CASSANDRA-9686,https://github.com/stef1927/cassandra/commit/d69f7f4d7f7466262d504eeba08f15dc774f5940.patch,CASSANDRA-9686,CASSANDRA-9686,Resource,Thread,Runtime detection,Warning message,exception,java,disposeExcep,Complex,13.28003164,2,62,49,13,2,0,0
CASSANDRA,CASSANDRA-9998,https://issues.apache.org/jira/browse/CASSANDRA-9998,https://github.com/krummas/cassandra/commit/ae41afef7c66d110970391f9577045c4d6b5ff8b.patch,CASSANDRA-9998,CASSANDRA-9998,Memory,Memory,Runtime detection,Warning message,unreleasedRef,java,releaseRef,Add call to dispose function,0.8056964468,1,1,1,0,1,0,0
CXF,CXF-1218,https://issues.apache.org/jira/browse/CXF-1218,https://issues.apache.org/jira/secure/attachment/12369769/ws-policy.patch,CXF-1218,CXF-1218,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Add dispose function,0.1400464352,1,10,9,1,1,0,0
CXF,CXF-1429,https://issues.apache.org/jira/browse/CXF-1429,http://mail-archives.apache.org/mod_mbox/cxf-commits/200802.mbox/raw/%3C20080213191054.29B601A9832@eris.apache.org%3E,CXF-1429,CXF-1429,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Complex,0.5864241667,3,92,79,13,3,0,0
CXF,CXF-1430,https://issues.apache.org/jira/browse/CXF-1430,http://svn.apache.org/viewvc/incubator/cxf/trunk/rt/frontend/jaxws/src/main/java/org/apache/cxf/jaxws/handler/HandlerChainInvoker.java?r1=627561&r2=627562&pathrev=627562&view=patch,CXF-1430,CXF-1430,Memory,Memory,Source code-based detection,Manual code inspection,threadLocal,java,releaseRef,Add try-finally block,0.574161713,1,16,12,4,1,0,0
CXF,CXF-1621,https://issues.apache.org/jira/browse/CXF-1621,https://fisheye.apache.org/rdiff/cxf?csid=32fdcd921fa573235af70c2efd456ea0b91fde54&u&N,CXF-1621,CXF-1621,Memory,Memory,Source code-based detection,Manual code inspection,unreleasedRef,java,weakRef,Modify to weak reference,8.239356447,1,19,10,9,1,0,0
CXF,CXF-1639,https://issues.apache.org/jira/browse/CXF-1639,No leak,CXF-1639,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
CXF,CXF-1778,https://issues.apache.org/jira/browse/CXF-1778,https://fisheye.apache.org/rdiff/cxf?csid=09972d2858a91298db9fcdd82dc23ff190454b04&u&N,CXF-1778,CXF-1778,Memory,Memory,Runtime detection,Out-of-memory error,collection,java,removeElm,Complex,2.320144375,8,61,51,10,8,0,0
CXF,CXF-1889,https://issues.apache.org/jira/browse/CXF-1889,https://fisheye.apache.org/rdiff/cxf?csid=52493ca73b73e3669f5e65be831b9cf4490347b9&u&N,CXF-1889,CXF-1889,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Add a checker,86.47297755,1,3,3,0,1,0,0
CXF,CXF-2034,https://issues.apache.org/jira/browse/CXF-2034,https://fisheye.apache.org/rdiff/cxf?csid=6517c9b5c8638bb384efa1bb7ca0e24fb4db937d&u&N,CXF-2034,CXF-2034,Resource,Thread,Runtime detection,Runtime,nonClosedRes,java,threadDown,Complex,16.00729036,5,115,103,12,5,0,0
CXF,CXF-2211,https://issues.apache.org/jira/browse/CXF-2211,http://svn.apache.org/viewvc/cxf/trunk/rt/transports/jms/src/main/java/org/apache/cxf/transport/jms/continuations/JMSContinuation.java?r1=773010&r2=773009&pathrev=773010&view=patch,CXF-2211,CXF-2211,Memory,Memory,Runtime detection,Out-of-memory error,unreleasedRef,java,releaseRef,Add null statements,3.871354722,1,2,1,1,1,0,0
CXF,CXF-2417,https://issues.apache.org/jira/browse/CXF-2417,No leak,CXF-2417,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
CXF,CXF-2591,https://issues.apache.org/jira/browse/CXF-2591,https://fisheye.apache.org/rdiff/cxf?csid=03178c6b02829b4b43670976b256cebdef7e4891&u&N,CXF-2591,CXF-2591,Memory,Memory,Runtime detection,Out-of-memory error,exception,java,disposeExcep,Complex,15.05916775,3,13,8,5,3,0,0
CXF,CXF-2665,https://issues.apache.org/jira/browse/CXF-2665,No leak,CXF-2665,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
CXF,CXF-2939,https://issues.apache.org/jira/browse/CXF-2939,https://fisheye.apache.org/rdiff/cxf?csid=f1823a5303076700ae31ddecfada77cc1c037b5a&u&N,CXF-2939,CXF-2939,Memory,Memory,Runtime detection,Runtime,wrongAPI,java,correctAPI,Use another collection,0.1630638079,4,17,7,10,4,0,0
CXF,CXF-2985,https://issues.apache.org/jira/browse/CXF-2985,https://issues.apache.org/jira/secure/attachment/12454202/Patch_CXF-2985.patch,CXF-2985,CXF-2985,Resource,Thread,Runtime detection,Runtime,nonClosedRes,java,disposeReg,Complex,7.657036435,2,55,41,14,2,0,0
CXF,CXF-3143,https://issues.apache.org/jira/browse/CXF-3143,https://fisheye.apache.org/rdiff/cxf?csid=51799a3c4b09170010c1327572682e08cd65d85c&u&N,CXF-3143,CXF-3143,Memory,Memory,Source code-based detection,Manual code inspection,classloader,java,threadSafe,Modify call argument,164.4173644,1,3,2,1,1,0,0
CXF,CXF-3230,https://issues.apache.org/jira/browse/CXF-3230,https://issues.apache.org/jira/secure/attachment/12467627/CXF-3230.patch,CXF-3230,CXF-3230,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Add a checker,29.52845749,1,68,39,29,1,0,0
CXF,CXF-3340,https://issues.apache.org/jira/browse/CXF-3340,https://fisheye.apache.org/rdiff/cxf?csid=db03c5e8eff6c313bc8245d18eab1de346754cbb&u&N,CXF-3340,CXF-3340,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Add call to dispose function,0.8993779167,1,2,2,0,1,0,0
CXF,CXF-3390,https://issues.apache.org/jira/browse/CXF-3390,No leak,CXF-3390,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
CXF,CXF-3426,https://issues.apache.org/jira/browse/CXF-3426,https://fisheye.apache.org/rdiff/cxf?csid=e85a9afa85cb13d856532439a2d861a651868556&u&N,CXF-3426,CXF-3426,Resource,Thread,Source code-based detection,Manual code inspection,nonClosedRes,java,threadDown,Add call to dispose function,0.04200859954,1,1,1,0,1,0,0
CXF,CXF-3614,https://issues.apache.org/jira/browse/CXF-3614,https://fisheye.apache.org/rdiff/cxf?csid=8c23d529092ad20eb28958555a54f9e4bb628ee2&u&N,CXF-3614,CXF-3614,Resource,Thread,Runtime detection,Runtime,nonClosedRes,java,threadDown,Add call to dispose function,0.2428634491,1,1,1,0,1,0,0
CXF,CXF-3665,https://issues.apache.org/jira/browse/CXF-3665,https://fisheye.apache.org/rdiff/cxf?csid=9c1d119c81f25ea6619234cdd3cab323f1291c42&u&N,CXF-3665,CXF-3665,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Add dispose function,1.980961736,2,23,21,2,2,0,0
CXF,CXF-4006,https://issues.apache.org/jira/browse/CXF-4006,https://fisheye.apache.org/rdiff/cxf?csid=af4c45c9c13e6fd1f97edd5ec6c4c448a942bea5&u&N,CXF-4006,CXF-4006,Memory,Memory,Runtime detection,Runtime,threadLocal,java,releaseRef,Complex,22.27202904,4,60,38,22,4,0,0
CXF,CXF-4131,https://issues.apache.org/jira/browse/CXF-4131,https://fisheye.apache.org/rdiff/cxf?csid=eb44c422d0b003d8a7e0d197c77558123cf1c9cf&u&N,CXF-4131,CXF-4131,Memory,Memory,Runtime detection,Failed test,collection,java,removeElm,Add a checker,8.269791493,1,8,7,1,1,0,0
CXF,CXF-4234,https://issues.apache.org/jira/browse/CXF-4234,No leak,CXF-4234,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
CXF,CXF-4313,https://issues.apache.org/jira/browse/CXF-4313,No leak,CXF-4313,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
CXF,CXF-4523,https://issues.apache.org/jira/browse/CXF-4523,https://fisheye.apache.org/rdiff/cxf?csid=277f0d04969f1bad1401ec0f6efffe503c8d6e02&u&N,CXF-4523,CXF-4523,Memory,Memory,Runtime detection,Runtime,unreleasedRef,java,releaseRef,Complex,0.1478776042,7,60,55,5,6,1,0
CXF,CXF-4529,https://issues.apache.org/jira/browse/CXF-4529,https://fisheye.apache.org/rdiff/cxf?csid=2f2a259c11a937f5ee92a21a4a9911ff82692fb0&u&N,CXF-4529,CXF-4529,Memory,Memory,Runtime detection,Failed test,classloader,java,releaseRef,Complex,49.59084406,2,110,83,27,1,1,0
CXF,CXF-457,https://issues.apache.org/jira/browse/CXF-457,No patch,CXF-457,No patch,Resource,Thread,Source code-based detection,Manual code inspection,nonClosedRes,java,threadDown,fixed,2.214671447,0,0,0,0,0,0,0
CXF,CXF-458,https://issues.apache.org/jira/browse/CXF-458,No patch,CXF-458,No patch,Memory,Memory,Source code-based detection,Manual code inspection,unreleasedRef,java,releaseRef,fixed,2.211896759,0,0,0,0,0,0,0
CXF,CXF-4795,https://issues.apache.org/jira/browse/CXF-4795,https://fisheye.apache.org/rdiff/cxf?csid=1b0e1fa86b3a1118447288184f62c28e4d0a1837&u&N,CXF-4795,CXF-4795,Memory,Memory,Runtime detection,Runtime,wrongAPI,java,correctAPI,Complex,13.96267466,1,13,12,1,1,0,0
CXF,CXF-5144,https://issues.apache.org/jira/browse/CXF-5144,https://fisheye.apache.org/rdiff/cxf?csid=8780ad6e994585313d6a74bf80ebd1b30fe020d8&u&N,CXF-5144,CXF-5144,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Modify branch condition,2.369728032,1,5,4,1,1,0,0
CXF,CXF-5185,https://issues.apache.org/jira/browse/CXF-5185,https://fisheye.apache.org/rdiff/cxf?csid=d2f7a6d9e9b0b30e99de70d195b45ff3dcc8b2f0&u&N,CXF-5185,CXF-5185,Memory,Memory,Runtime detection,Runtime,exception,java,disposeExcep,Modify branch condition,8.074697199,1,22,12,10,1,0,0
CXF,CXF-5188,https://issues.apache.org/jira/browse/CXF-5188,https://fisheye.apache.org/rdiff/cxf?csid=71ef1757b014232c9582ab5e2244ece5f70f79f4&u&N,CXF-5188,CXF-5188,Memory,Memory,Runtime detection,Runtime,exception,java,threadDown,Add try-exception block,6.161727986,1,6,5,1,1,0,0
CXF,CXF-5442,https://issues.apache.org/jira/browse/CXF-5442,https://fisheye.apache.org/rdiff/cxf?csid=b93a34c83bc7f3b773b563a2fa484b30ae7529a8&u&N,CXF-5442,CXF-5442,Memory,Memory,Runtime detection,Failed test,unreleasedRef,java,releaseRef,Complex,42.02631641,1,12,10,2,1,0,0
CXF,CXF-5505,https://issues.apache.org/jira/browse/CXF-5505,https://fisheye.apache.org/rdiff/cxf?csid=e3537ab342085a505719888acf5d6d0c298cf907&u&N,CXF-5505,CXF-5505,Resource,Thread,Runtime detection,Runtime,callSchedule,java,threadDown,Modify branch condition,7.317184375,1,5,2,3,1,0,0
CXF,CXF-5707,https://issues.apache.org/jira/browse/CXF-5707,https://fisheye.apache.org/rdiff/cxf?csid=2f3446fe69f51156b324e081d5f2cb2ba5275069&u&N,CXF-5707,CXF-5707,Memory,Memory,Runtime detection,Warning message,wrongAPI,java,correctAPI,Add dispose function,1.882103947,1,8,7,1,1,0,0
CXF,CXF-5724,https://issues.apache.org/jira/browse/CXF-5724,No leak,CXF-5724,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
CXF,CXF-5842,https://issues.apache.org/jira/browse/CXF-5842,https://fisheye.apache.org/rdiff/cxf?csid=ebf24b72c0468195f129aa6fd3b10c571592d216&u&N,CXF-5842,CXF-5842,Resource,File handle,Runtime detection,Runtime,exception,java,disposeExcep,Add try-exception block,6.824022454,2,29,22,7,2,0,0
CXF,CXF-6284,https://issues.apache.org/jira/browse/CXF-6284,https://fisheye.apache.org/rdiff/cxf?csid=16ab6e950544dfb5b1a525b12e6e36582fa978af&u&N,CXF-6284,CXF-6284,Memory,Memory,Runtime detection,Runtime,unreleasedRef,java,weakRef,Use another collection,2.744054826,1,2,1,1,1,0,0
CXF,CXF-6403,https://issues.apache.org/jira/browse/CXF-6403,https://fisheye.apache.org/rdiff/cxf?csid=a088c793efd923a52f68044b02221f8b47569ef9&u&N,CXF-6403,CXF-6403,Memory,Memory,Source code-based detection,Manual code inspection,unreleasedRef,java,releaseRef,Complex,6.156730648,7,64,36,28,7,0,0
CXF,CXF-6513,https://issues.apache.org/jira/browse/CXF-6513,https://fisheye.apache.org/rdiff/cxf?csid=95e8711bd835efc1a71f5089ff49acf0ed5defb2&u&N,CXF-6513,CXF-6513,Memory,Memory,Runtime detection,Out-of-memory error,concurrency,java,threadSafe,Complex,278.960055,3,24,7,17,3,0,0
CXF,CXF-6632,https://issues.apache.org/jira/browse/CXF-6632,https://fisheye.apache.org/rdiff/cxf?csid=88fb9ee704cea1a3004947d8ce50c6c4882af399&u&N,CXF-6632,CXF-6632,Memory,Memory,Source code-based detection,Manual code inspection,unreleasedRef,java,weakRef,Modify call argument,4.110725324,1,1,1,0,1,0,0
CXF,CXF-6642,https://issues.apache.org/jira/browse/CXF-6642,https://fisheye.apache.org/rdiff/cxf?csid=0430e7756e89e6402ec6a59256523725e81aba88&u&N,CXF-6642,CXF-6642,Memory,Memory,Runtime detection,Out-of-memory error,threadLocal,java,releaseRef,Add finally block,0.6738912616,1,5,5,0,1,0,0
CXF,CXF-6749,https://issues.apache.org/jira/browse/CXF-6749,https://fisheye.apache.org/rdiff/cxf?csid=1247e04ec9c7472b136b4c5b58ea99324585984e&u&N,CXF-6749,CXF-6749,Memory,Memory,Runtime detection,Runtime,classloader,java,releaseRef,Complex,3.13776941,3,87,67,20,3,0,0
DERBY,DERBY-1021,https://issues.apache.org/jira/browse/DERBY-1021,No leak,DERBY-1021,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
DERBY,DERBY-1142,https://issues.apache.org/jira/browse/DERBY-1142,https://issues.apache.org/jira/secure/attachment/12336595/1142_close_single_use_activations_draft.txt,DERBY-1142,DERBY-1142,Memory,Memory,Runtime detection,Out-of-memory error,collection,java,removeElm,Add a checker,162.3815741,2,13,9,4,2,0,0
DERBY,DERBY-130,https://issues.apache.org/jira/browse/DERBY-130,No leak,DERBY-130,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
DERBY,DERBY-1781,https://issues.apache.org/jira/browse/DERBY-1781,No leak,DERBY-1781,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
DERBY,DERBY-1947,https://issues.apache.org/jira/browse/DERBY-1947,https://issues.apache.org/jira/secure/attachment/12355927/DERBY-1947-4.diff,DERBY-1947,DERBY-1947,Memory,Memory,Runtime detection,Out-of-memory error,exception,java,disposeExcep,Add a checker,195.7943975,1,45,24,21,1,0,0
DERBY,DERBY-23,https://issues.apache.org/jira/browse/DERBY-23,https://issues.apache.org/jira/secure/attachment/12314464/DERBY-23-with_comments.diff,DERBY-23,DERBY-23,Memory,Memory,Runtime detection,Runtime,unreleasedRef,java,releaseRef,Add null statements,691.7371181,3,8,5,3,3,0,0
DERBY,DERBY-2480,https://issues.apache.org/jira/browse/DERBY-2480,https://issues.apache.org/jira/secure/attachment/12354213/DERBY-2480-1.diff,DERBY-2480,DERBY-2480,Memory,Memory,Runtime detection,Out-of-memory error,collection,java,removeElm,Add call to dispose function,27.0073173,1,1,1,0,1,0,0
DERBY,DERBY-3198,https://issues.apache.org/jira/browse/DERBY-3198,https://issues.apache.org/jira/secure/attachment/12371219/derby-3198.v6.diff,DERBY-3198,DERBY-3198,Memory,Memory,Runtime detection,Runtime,unreleasedRef,java,releaseRef,Complex,26.77061094,5,36,27,9,5,0,0
DERBY,DERBY-3216,https://issues.apache.org/jira/browse/DERBY-3216,No leak,DERBY-3216,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
DERBY,DERBY-3316,https://issues.apache.org/jira/browse/DERBY-3316,https://issues.apache.org/jira/secure/attachment/12373176/derby-3316_diff2.txt,DERBY-3316,DERBY-3316,Memory,Memory,Runtime detection,Out-of-memory error,unreleasedRef,java,weakRef,Modify to weak reference,4.34757537,1,5,3,2,1,0,0
DERBY,DERBY-3336,https://issues.apache.org/jira/browse/DERBY-3336,No leak,DERBY-3336,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
DERBY,DERBY-3596,https://issues.apache.org/jira/browse/DERBY-3596,https://issues.apache.org/jira/secure/attachment/12383372/derby-3596-5a-complex_skip_creds.diff,DERBY-3596,DERBY-3596,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Complex,86.73012389,3,51,46,5,3,0,0
DERBY,DERBY-3745,https://issues.apache.org/jira/browse/DERBY-3745,https://issues.apache.org/jira/secure/attachment/12385810/derby-3745_trunk_diff.txt,DERBY-3745,DERBY-3745,Memory,Memory,Runtime detection,Runtime,classloader,java,releaseRef,Complex,55.87465262,3,43,43,0,3,0,0
DERBY,DERBY-4200,https://issues.apache.org/jira/browse/DERBY-4200,No leak,DERBY-4200,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
DERBY,DERBY-4432,https://issues.apache.org/jira/browse/DERBY-4432,https://issues.apache.org/jira/secure/attachment/12423909/derby-4432-1a-mem_leak_fix.diff,DERBY-4432,DERBY-4432,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Add an initilization object,8.954755208,1,13,5,8,1,0,0
DERBY,DERBY-4571,https://issues.apache.org/jira/browse/DERBY-4571,https://issues.apache.org/jira/secure/attachment/12437614/derby-4571-1a.diff,DERBY-4571,DERBY-4571,Memory,Memory,Runtime detection,Out-of-memory error,unreleasedRef,java,releaseRef,Add call to dispose function,5.468669294,1,3,3,0,1,0,0
DERBY,DERBY-4717,https://issues.apache.org/jira/browse/DERBY-4717,https://issues.apache.org/jira/secure/attachment/12448292/derby-4717-1b.diff,DERBY-4717,DERBY-4717,Resource,File handle,Runtime detection,Runtime,nonClosedRes,java,disposeReg,Modify branch condition,3.030884167,1,6,4,2,1,0,0
DERBY,DERBY-4895,https://issues.apache.org/jira/browse/DERBY-4895,https://issues.apache.org/jira/secure/attachment/12471005/DERBY-4895_10_5_diff.txt,DERBY-4895,DERBY-4895,Memory,Memory,Runtime detection,Warning message,threadLocal,java,removeElm,Complex,97.30108329,3,47,36,11,3,0,0
DERBY,DERBY-5480,https://issues.apache.org/jira/browse/DERBY-5480,https://issues.apache.org/jira/secure/attachment/12500666/d5480-1a.diff,DERBY-5480,DERBY-5480,Resource,File handle,Runtime detection,Runtime,nonClosedRes,java,disposeReg,Add try-finally block,0.8159978125,1,7,6,1,1,0,0
DERBY,DERBY-5552,https://issues.apache.org/jira/browse/DERBY-5552,No leak,DERBY-5552,No leak,No leak,No leak,,,,,,,,1,1,0,1,1,0,0
DERBY,DERBY-5730,https://issues.apache.org/jira/browse/DERBY-5730,https://issues.apache.org/jira/secure/attachment/12592443/DERBY5730_backport_patch1_diff.txt,DERBY-5730,DERBY-5730,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Modify static to non-static,11.10768025,1,6,3,3,1,0,0
DERBY,DERBY-5937,https://issues.apache.org/jira/browse/DERBY-5937,https://issues.apache.org/jira/secure/attachment/12547381/d5937-2a-close.diff,DERBY-5937,DERBY-5937,Resource,File handle,Runtime detection,Runtime,nonClosedRes,java,disposeReg,Add a checker,21.94980609,1,6,6,0,1,0,0
DERBY,DERBY-6619,https://issues.apache.org/jira/browse/DERBY-6619,https://issues.apache.org/jira/secure/attachment/12664168/derby-6619-2b.diff,DERBY-6619,DERBY-6619,Resource,Thread,Runtime detection,Runtime,classloader,java,disposeReg,Add a checker,69.15673628,1,8,7,1,1,0,0
HADOOP,HADOOP-10081,https://issues.apache.org/jira/browse/HADOOP-10081,https://fisheye.apache.org/rdiff/hadoop?csid=839d3fc19bdd8c72f941d69bc1674b983843c433&u&N,HADOOP-10081,HADOOP-10081,Resource,File handle,Runtime detection,Out-of-memory error,exception,java,disposeExcep,Add call to dispose function,30.7315775,1,1,1,0,1,0,0
HADOOP,HADOOP-10203,https://issues.apache.org/jira/browse/HADOOP-10203,https://fisheye.apache.org/rdiff/hadoop?csid=5e2d2dd56b27626594ba0d7017ac30d915b9502a&u&N,HADOOP-10203,HADOOP-10203,Resource,Connection,Runtime detection,Warning message,nonClosedRes,java,disposeReg,Add finally block,23.71295466,1,13,9,4,1,0,0
HADOOP,HADOOP-10490,https://issues.apache.org/jira/browse/HADOOP-10490,https://issues.apache.org/jira/secure/attachment/12639728/HADOOP-10490.2.patch,HADOOP-10490,HADOOP-10490,Resource,File handle,Runtime detection,Failed test,exception,java,disposeExcep,Add try-finally block,0.2169918287,1,28,17,11,1,0,0
HADOOP,HADOOP-10496,https://issues.apache.org/jira/browse/HADOOP-10496,https://fisheye.apache.org/rdiff/hadoop?csid=9ac54b5480f7ac03d76f5a894eab87829123d2db&u&N,HADOOP-10496,HADOOP-10496,Resource,File handle,Runtime detection,Failed test,nonClosedRes,java,disposeReg,Add dispose function,0.5024338194,3,14,13,1,3,0,0
